"","match_id","match_date","kick_off","home_score","away_score","match_status","match_status_360","last_updated","last_updated_360","match_week","competition.competition_id","competition.country_name","competition.competition_name","season.season_id","season.season_name","home_team.home_team_id","home_team.home_team_name","home_team.home_team_gender","home_team.home_team_group","home_team.country.id","home_team.country.name","away_team.away_team_id","away_team.away_team_name","away_team.away_team_gender","away_team.away_team_group","away_team.country.id","away_team.country.name","metadata.data_version","metadata.shot_fidelity_version","metadata.xy_fidelity_version","competition_stage.id","competition_stage.name","stadium.id","stadium.name","stadium.country.id","stadium.country.name","referee.id","referee.name","referee.country.id","referee.country.name"
"274",3879629,"2015-11-29","16:00:00.000",3,2,"available","unscheduled","2023-06-20T19:56:43.452914",NA,14,12,"Italy","Serie A",27,"2015/2016",291,"Frosinone","male",NA,112,"Italy",226,"Hellas Verona","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",1001324,"Stadio Comunale Matusa",112,"Italy",419,"Nicola Rizzoli",112,"Italy"
"275",3879619,"2015-11-22","16:00:00.000",2,1,"available","unscheduled","2023-07-09T00:23:56.259261",NA,13,12,"Italy","Serie A",27,"2015/2016",233,"Genoa","male",NA,112,"Italy",232,"Sassuolo","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",387,"Stadio Comunale Luigi Ferraris",112,"Italy",419,"Nicola Rizzoli",112,"Italy"
"276",3879618,"2015-11-21","21:45:00.000",1,0,"available","unscheduled","2023-06-20T17:07:51.922428",NA,13,12,"Italy","Serie A",27,"2015/2016",224,"Juventus","male",NA,112,"Italy",243,"AC Milan","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",391,"Allianz Stadium    	",112,"Italy",259,"Paolo Silvio Mazzoleni",112,"Italy"
"277",3879617,"2015-11-21","19:00:00.000",2,2,"available","unscheduled","2023-06-21T02:01:17.509762",NA,13,12,"Italy","Serie A",27,"2015/2016",240,"Bologna","male",NA,112,"Italy",229,"AS Roma","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",380,"Stadio Renato Dall''Ara",112,"Italy",268,"Gianluca Rocchi",112,"Italy"
"278",3879616,"2015-11-08","21:45:00.000",0,2,"available","unscheduled","2023-06-20T17:04:41.657746",NA,12,12,"Italy","Serie A",27,"2015/2016",234,"Sampdoria","male",NA,112,"Italy",239,"Fiorentina","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",387,"Stadio Comunale Luigi Ferraris",112,"Italy",1946,"Carmine Russo",112,"Italy"
"279",3879615,"2015-11-08","16:00:00.000",1,0,"available","unscheduled","2023-06-21T13:08:14.636670",NA,12,12,"Italy","Serie A",27,"2015/2016",232,"Sassuolo","male",NA,112,"Italy",1683,"Carpi","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",383,"MAPEI Stadium - Città del Tricolore",112,"Italy",265,"Paolo Valeri",112,"Italy"
"280",3879614,"2015-11-08","13:30:00.000",0,1,"available","unscheduled","2023-06-20T10:37:27.158096",NA,12,12,"Italy","Serie A",27,"2015/2016",241,"Torino","male",NA,112,"Italy",238,"Inter Milan","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",390,"Stadio Olimpico Grande Torino",112,"Italy",270,"Massimiliano Irrati",112,"Italy"
"281",3879613,"2015-11-08","16:00:00.000",1,3,"available","unscheduled","2023-06-20T13:48:17.163959",NA,12,12,"Italy","Serie A",27,"2015/2016",290,"Empoli","male",NA,112,"Italy",224,"Juventus","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",621,"Stadio Carlo Castellani",112,"Italy",251,"Davide Massa",112,"Italy"
"282",3879612,"2015-11-08","16:00:00.000",2,2,"available","unscheduled","2023-07-11T10:45:35.124128",NA,12,12,"Italy","Serie A",27,"2015/2016",291,"Frosinone","male",NA,112,"Italy",233,"Genoa","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",1001324,"Stadio Comunale Matusa",112,"Italy",257,"Gianpaolo Calvarese	",112,"Italy"
"283",3879611,"2015-11-08","16:00:00.000",1,0,"available","unscheduled","2023-06-21T10:33:54.571996",NA,12,12,"Italy","Serie A",27,"2015/2016",2256,"Palermo","male",NA,112,"Italy",231,"Chievo","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4983,"Stadio Renzo Barbera",112,"Italy",252,"Maurizio Mariani",112,"Italy"
"284",3879610,"2015-11-08","16:00:00.000",2,0,"available","unscheduled","2023-07-09T14:41:58.814538",NA,12,12,"Italy","Serie A",27,"2015/2016",229,"AS Roma","male",NA,112,"Italy",236,"Lazio","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",381,"Estadio Olímpico",112,"Italy",253,"Paolo Tagliavento",112,"Italy"
"285",3879608,"2015-11-07","19:00:00.000",0,2,"available","unscheduled","2023-06-20T12:39:21.756686",NA,12,12,"Italy","Serie A",27,"2015/2016",226,"Hellas Verona","male",NA,112,"Italy",240,"Bologna","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4488,"Stadio Marc''Antonio Bentegodi",112,"Italy",269,"Daniele Orsato",112,"Italy"
"286",3879607,"2015-11-07","21:45:00.000",0,0,"available","unscheduled","2023-08-04T02:54:59.101535",NA,12,12,"Italy","Serie A",27,"2015/2016",243,"AC Milan","male",NA,112,"Italy",228,"Atalanta","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",388,"Stadio Giuseppe Meazza    ",112,"Italy",250,"Piero Giacomelli",112,"Italy"
"287",3879606,"2015-11-02","20:00:00.000",1,1,"available","unscheduled","2023-06-20T17:42:07.350825",NA,11,12,"Italy","Serie A",27,"2015/2016",231,"Chievo","male",NA,112,"Italy",234,"Sampdoria","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4488,"Stadio Marc''Antonio Bentegodi",112,"Italy",256,"Claudio Gavillucci",112,"Italy"
"288",3879605,"2015-11-02","22:00:00.000",0,1,"available","unscheduled","2023-06-20T17:44:07.140355",NA,11,12,"Italy","Serie A",27,"2015/2016",2256,"Palermo","male",NA,112,"Italy",290,"Empoli","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4983,"Stadio Renzo Barbera",112,"Italy",264,"Marco Di Bello",112,"Italy"
"289",3879604,"2015-11-01","16:00:00.000",0,0,"available","unscheduled","2023-06-20T00:18:14.256943",NA,11,12,"Italy","Serie A",27,"2015/2016",233,"Genoa","male",NA,112,"Italy",227,"Napoli","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",387,"Stadio Comunale Luigi Ferraris",112,"Italy",262,"Daniele Doveri",112,"Italy"
"290",3879603,"2015-11-01","16:00:00.000",0,0,"available","unscheduled","2023-06-20T17:17:19.369236",NA,11,12,"Italy","Serie A",27,"2015/2016",230,"Udinese","male",NA,112,"Italy",232,"Sassuolo","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",385,"Dacia Arena",112,"Italy",275,"Federico La Penna",112,"Italy"
"291",3879602,"2015-11-01","13:30:00.000",4,1,"available","unscheduled","2023-06-20T13:37:30.924146",NA,11,12,"Italy","Serie A",27,"2015/2016",239,"Fiorentina","male",NA,112,"Italy",291,"Frosinone","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",386,"Stadio Artemio Franchi    	",112,"Italy",249,"Michael Fabbri",112,"Italy"
"292",3879601,"2015-11-01","16:00:00.000",3,0,"available","unscheduled","2023-06-19T15:53:27.200234",NA,11,12,"Italy","Serie A",27,"2015/2016",240,"Bologna","male",NA,112,"Italy",228,"Atalanta","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",380,"Stadio Renato Dall''Ara",112,"Italy",261,"Marco Guida",112,"Italy"
"293",3879600,"2015-11-01","16:00:00.000",0,0,"available","unscheduled","2023-06-19T16:30:07.761877",NA,11,12,"Italy","Serie A",27,"2015/2016",1683,"Carpi","male",NA,112,"Italy",226,"Hellas Verona","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",1001068,"Stadio Alberto Braglia (Modena)",112,"Italy",259,"Paolo Silvio Mazzoleni",112,"Italy"
"294",3879599,"2015-11-01","21:45:00.000",1,3,"available","unscheduled","2023-06-20T17:05:48.188815",NA,11,12,"Italy","Serie A",27,"2015/2016",236,"Lazio","male",NA,112,"Italy",243,"AC Milan","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",381,"Estadio Olímpico",112,"Italy",266,"Antonio Damato",112,"Italy"
"295",3879598,"2015-10-31","21:45:00.000",1,0,"available","unscheduled","2023-06-20T11:14:33.196789",NA,11,12,"Italy","Serie A",27,"2015/2016",238,"Inter Milan","male",NA,112,"Italy",229,"AS Roma","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",388,"Stadio Giuseppe Meazza    ",112,"Italy",419,"Nicola Rizzoli",112,"Italy"
"296",3879597,"2015-10-31","19:00:00.000",2,1,"available","unscheduled","2023-06-20T09:36:06.109684",NA,11,12,"Italy","Serie A",27,"2015/2016",224,"Juventus","male",NA,112,"Italy",241,"Torino","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",391,"Allianz Stadium    	",112,"Italy",268,"Gianluca Rocchi",112,"Italy"
"297",3879596,"2015-10-29","21:45:00.000",1,1,"available","unscheduled","2023-08-05T11:51:30.942653",NA,10,12,"Italy","Serie A",27,"2015/2016",234,"Sampdoria","male",NA,112,"Italy",290,"Empoli","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",387,"Stadio Comunale Luigi Ferraris",112,"Italy",1008249,"Angelo Cervellera",112,"Italy"
"298",3879595,"2015-10-28","21:45:00.000",0,2,"available","unscheduled","2023-06-19T17:52:47.884266",NA,10,12,"Italy","Serie A",27,"2015/2016",226,"Hellas Verona","male",NA,112,"Italy",239,"Fiorentina","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4488,"Stadio Marc''Antonio Bentegodi",112,"Italy",265,"Paolo Valeri",112,"Italy"
"299",3879594,"2015-10-28","21:45:00.000",1,0,"available","unscheduled","2023-06-19T19:34:09.480267",NA,10,12,"Italy","Serie A",27,"2015/2016",243,"AC Milan","male",NA,112,"Italy",231,"Chievo","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",388,"Stadio Giuseppe Meazza    ",112,"Italy",257,"Gianpaolo Calvarese	",112,"Italy"
"300",3879593,"2015-10-28","21:45:00.000",2,0,"available","unscheduled","2023-06-20T19:55:57.698054",NA,10,12,"Italy","Serie A",27,"2015/2016",227,"Napoli","male",NA,112,"Italy",2256,"Palermo","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",117450,"Stadio Diego Armando Maradona",112,"Italy",250,"Piero Giacomelli",112,"Italy"
"301",3879592,"2015-10-28","21:45:00.000",3,1,"available","unscheduled","2023-06-19T17:16:42.669518",NA,10,12,"Italy","Serie A",27,"2015/2016",229,"AS Roma","male",NA,112,"Italy",230,"Udinese","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",381,"Estadio Olímpico",112,"Italy",1946,"Carmine Russo",112,"Italy"
"302",3879591,"2015-10-28","21:45:00.000",1,0,"available","unscheduled","2023-06-19T21:56:00.845621",NA,10,12,"Italy","Serie A",27,"2015/2016",232,"Sassuolo","male",NA,112,"Italy",224,"Juventus","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",383,"MAPEI Stadium - Città del Tricolore",112,"Italy",1008197,"Andrea Gervasoni",112,"Italy"
"303",3879590,"2015-10-28","21:45:00.000",3,3,"available","unscheduled","2023-06-20T08:32:04.195858",NA,10,12,"Italy","Serie A",27,"2015/2016",241,"Torino","male",NA,112,"Italy",233,"Genoa","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",390,"Stadio Olimpico Grande Torino",112,"Italy",273,"Daniele Chiffi",112,"Italy"
"304",3879589,"2015-10-28","21:45:00.000",2,1,"available","unscheduled","2023-06-19T11:11:42.317730",NA,10,12,"Italy","Serie A",27,"2015/2016",291,"Frosinone","male",NA,112,"Italy",1683,"Carpi","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",1001324,"Stadio Comunale Matusa",112,"Italy",266,"Antonio Damato",112,"Italy"
"305",3879588,"2015-10-28","21:45:00.000",2,1,"available","unscheduled","2023-06-19T04:23:02.291740",NA,10,12,"Italy","Serie A",27,"2015/2016",228,"Atalanta","male",NA,112,"Italy",236,"Lazio","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4954,"Gewiss Stadium",112,"Italy",270,"Massimiliano Irrati",112,"Italy"
"306",3879586,"2015-10-25","12:30:00.000",4,1,"available","unscheduled","2023-06-19T20:32:02.472526",NA,9,12,"Italy","Serie A",27,"2015/2016",234,"Sampdoria","male",NA,112,"Italy",226,"Hellas Verona","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",387,"Stadio Comunale Luigi Ferraris",112,"Italy",252,"Maurizio Mariani",112,"Italy"
"307",3879584,"2015-10-25","15:00:00.000",1,0,"available","unscheduled","2023-06-19T21:55:17.282048",NA,9,12,"Italy","Serie A",27,"2015/2016",230,"Udinese","male",NA,112,"Italy",291,"Frosinone","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",385,"Dacia Arena",112,"Italy",419,"Nicola Rizzoli",112,"Italy"
"308",3879583,"2015-10-25","18:00:00.000",1,2,"available","unscheduled","2023-06-19T13:49:39.642512",NA,9,12,"Italy","Serie A",27,"2015/2016",239,"Fiorentina","male",NA,112,"Italy",229,"AS Roma","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",386,"Stadio Artemio Franchi    	",112,"Italy",269,"Daniele Orsato",112,"Italy"
"309",3879581,"2015-10-25","20:45:00.000",0,1,"available","unscheduled","2023-06-19T14:48:05.213695",NA,9,12,"Italy","Serie A",27,"2015/2016",231,"Chievo","male",NA,112,"Italy",227,"Napoli","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4488,"Stadio Marc''Antonio Bentegodi",112,"Italy",251,"Davide Massa",112,"Italy"
"310",3879580,"2015-10-25","15:00:00.000",2,0,"available","unscheduled","2023-06-19T19:33:21.671487",NA,9,12,"Italy","Serie A",27,"2015/2016",224,"Juventus","male",NA,112,"Italy",228,"Atalanta","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",391,"Allianz Stadium    	",112,"Italy",264,"Marco Di Bello",112,"Italy"
"311",3879578,"2015-10-24","18:00:00.000",1,2,"available","unscheduled","2023-08-02T11:24:34.020743",NA,9,12,"Italy","Serie A",27,"2015/2016",1683,"Carpi","male",NA,112,"Italy",240,"Bologna","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",1001068,"Stadio Alberto Braglia (Modena)",112,"Italy",253,"Paolo Tagliavento",112,"Italy"
"312",3879577,"2015-10-24","15:00:00.000",2,0,"available","unscheduled","2023-06-19T14:32:28.926447",NA,9,12,"Italy","Serie A",27,"2015/2016",290,"Empoli","male",NA,112,"Italy",233,"Genoa","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",621,"Stadio Carlo Castellani",112,"Italy",1940,"Domenico Celi",112,"Italy"
"313",3879576,"2015-10-18","15:00:00.000",2,0,"available","unscheduled","2023-06-19T18:47:05.224552",NA,8,12,"Italy","Serie A",27,"2015/2016",291,"Frosinone","male",NA,112,"Italy",234,"Sampdoria","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",1001324,"Stadio Comunale Matusa",112,"Italy",270,"Massimiliano Irrati",112,"Italy"
"314",3879575,"2015-10-18","15:00:00.000",1,1,"available","unscheduled","2023-06-19T16:09:11.878525",NA,8,12,"Italy","Serie A",27,"2015/2016",226,"Hellas Verona","male",NA,112,"Italy",230,"Udinese","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4488,"Stadio Marc''Antonio Bentegodi",112,"Italy",256,"Claudio Gavillucci",112,"Italy"
"315",3879574,"2015-10-18","20:45:00.000",0,0,"available","unscheduled","2023-06-19T16:29:18.167614",NA,8,12,"Italy","Serie A",27,"2015/2016",238,"Inter Milan","male",NA,112,"Italy",224,"Juventus","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",388,"Stadio Giuseppe Meazza    ",112,"Italy",265,"Paolo Valeri",112,"Italy"
"316",3879573,"2015-10-18","15:00:00.000",2,1,"available","unscheduled","2023-06-28T14:41:03.827670",NA,8,12,"Italy","Serie A",27,"2015/2016",232,"Sassuolo","male",NA,112,"Italy",236,"Lazio","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",383,"MAPEI Stadium - Città del Tricolore",112,"Italy",261,"Marco Guida",112,"Italy"
"317",3879572,"2015-10-18","15:00:00.000",2,1,"available","unscheduled","2023-06-18T18:31:06.240111",NA,8,12,"Italy","Serie A",27,"2015/2016",227,"Napoli","male",NA,112,"Italy",239,"Fiorentina","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",117450,"Stadio Diego Armando Maradona",112,"Italy",258,"Luca Banti",112,"Italy"
"318",3879571,"2015-10-18","15:00:00.000",3,0,"available","unscheduled","2023-06-19T17:32:13.686730",NA,8,12,"Italy","Serie A",27,"2015/2016",228,"Atalanta","male",NA,112,"Italy",1683,"Carpi","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4954,"Gewiss Stadium",112,"Italy",255,"Fabrizio Pasqua",112,"Italy"
"319",3879570,"2015-10-18","15:00:00.000",3,2,"available","unscheduled","2023-07-07T17:06:50.142022",NA,8,12,"Italy","Serie A",27,"2015/2016",233,"Genoa","male",NA,112,"Italy",231,"Chievo","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",387,"Stadio Comunale Luigi Ferraris",112,"Italy",259,"Paolo Silvio Mazzoleni",112,"Italy"
"320",3879569,"2015-10-18","12:30:00.000",0,1,"available","unscheduled","2023-06-17T11:00:41.945542",NA,8,12,"Italy","Serie A",27,"2015/2016",240,"Bologna","male",NA,112,"Italy",2256,"Palermo","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",380,"Stadio Renato Dall''Ara",112,"Italy",249,"Michael Fabbri",112,"Italy"
"321",3879568,"2015-10-17","20:45:00.000",1,1,"available","unscheduled","2023-06-16T14:15:10.051342",NA,8,12,"Italy","Serie A",27,"2015/2016",241,"Torino","male",NA,112,"Italy",243,"AC Milan","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",390,"Stadio Olimpico Grande Torino",112,"Italy",1008197,"Andrea Gervasoni",112,"Italy"
"322",3879565,"2015-10-04","15:00:00.000",1,1,"available","unscheduled","2023-06-17T13:10:42.001448",NA,7,12,"Italy","Serie A",27,"2015/2016",234,"Sampdoria","male",NA,112,"Italy",238,"Inter Milan","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",387,"Stadio Comunale Luigi Ferraris",112,"Italy",268,"Gianluca Rocchi",112,"Italy"
"323",3879563,"2015-10-04","12:30:00.000",1,0,"available","unscheduled","2023-06-18T13:10:41.698720",NA,7,12,"Italy","Serie A",27,"2015/2016",290,"Empoli","male",NA,112,"Italy",232,"Sassuolo","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",621,"Stadio Carlo Castellani",112,"Italy",257,"Gianpaolo Calvarese	",112,"Italy"
"324",3879561,"2015-10-04","20:45:00.000",3,0,"available","unscheduled","2023-06-16T17:19:08.387666",NA,7,12,"Italy","Serie A",27,"2015/2016",239,"Fiorentina","male",NA,112,"Italy",228,"Atalanta","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",386,"Stadio Artemio Franchi    	",112,"Italy",251,"Davide Massa",112,"Italy"
"325",3879560,"2015-10-04","18:00:00.000",2,0,"available","unscheduled","2023-08-11T09:36:23.339788",NA,7,12,"Italy","Serie A",27,"2015/2016",236,"Lazio","male",NA,112,"Italy",291,"Frosinone","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",381,"Estadio Olímpico",112,"Italy",264,"Marco Di Bello",112,"Italy"
"326",3879559,"2015-10-04","18:00:00.000",3,1,"available","unscheduled","2023-06-26T14:06:27.958526",NA,7,12,"Italy","Serie A",27,"2015/2016",224,"Juventus","male",NA,112,"Italy",240,"Bologna","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",391,"Allianz Stadium    	",112,"Italy",1940,"Domenico Celi",112,"Italy"
"327",3879558,"2015-10-03","18:00:00.000",2,1,"available","unscheduled","2023-06-16T16:04:09.547427",NA,7,12,"Italy","Serie A",27,"2015/2016",1683,"Carpi","male",NA,112,"Italy",241,"Torino","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",1001068,"Stadio Alberto Braglia (Modena)",112,"Italy",1946,"Carmine Russo",112,"Italy"
"328",3879557,"2015-10-03","20:45:00.000",1,1,"available","unscheduled","2023-07-12T22:36:09.807292",NA,7,12,"Italy","Serie A",27,"2015/2016",231,"Chievo","male",NA,112,"Italy",226,"Hellas Verona","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4488,"Stadio Marc''Antonio Bentegodi",112,"Italy",262,"Daniele Doveri",112,"Italy"
"329",3879555,"2015-09-28","21:00:00.000",2,1,"available","unscheduled","2023-06-19T12:49:22.120873",NA,6,12,"Italy","Serie A",27,"2015/2016",228,"Atalanta","male",NA,112,"Italy",234,"Sampdoria","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4954,"Gewiss Stadium",112,"Italy",265,"Paolo Valeri",112,"Italy"
"330",3879554,"2015-09-27","15:00:00.000",2,1,"available","unscheduled","2023-06-16T16:59:44.795639",NA,6,12,"Italy","Serie A",27,"2015/2016",241,"Torino","male",NA,112,"Italy",2256,"Palermo","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",390,"Stadio Olimpico Grande Torino",112,"Italy",252,"Maurizio Mariani",112,"Italy"
"331",3879553,"2015-09-27","15:00:00.000",1,1,"available","unscheduled","2023-06-17T15:00:10.891421",NA,6,12,"Italy","Serie A",27,"2015/2016",232,"Sassuolo","male",NA,112,"Italy",231,"Chievo","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",383,"MAPEI Stadium - Città del Tricolore",112,"Italy",249,"Michael Fabbri",112,"Italy"
"332",3879552,"2015-09-27","15:00:00.000",1,2,"available","unscheduled","2023-06-17T15:29:42.555186",NA,6,12,"Italy","Serie A",27,"2015/2016",240,"Bologna","male",NA,112,"Italy",230,"Udinese","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",380,"Stadio Renato Dall''Ara",112,"Italy",1008197,"Andrea Gervasoni",112,"Italy"
"333",3879551,"2015-09-27","15:00:00.000",1,2,"available","unscheduled","2023-06-15T14:19:58.189730",NA,6,12,"Italy","Serie A",27,"2015/2016",226,"Hellas Verona","male",NA,112,"Italy",236,"Lazio","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4488,"Stadio Marc''Antonio Bentegodi",112,"Italy",250,"Piero Giacomelli",112,"Italy"
"334",3879550,"2015-09-27","20:45:00.000",1,4,"available","unscheduled","2023-06-19T10:51:28.955823",NA,6,12,"Italy","Serie A",27,"2015/2016",238,"Inter Milan","male",NA,112,"Italy",239,"Fiorentina","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",388,"Stadio Giuseppe Meazza    ",112,"Italy",266,"Antonio Damato",112,"Italy"
"335",3879549,"2015-09-27","12:30:00.000",1,0,"available","unscheduled","2023-06-17T13:59:00.407637",NA,6,12,"Italy","Serie A",27,"2015/2016",233,"Genoa","male",NA,112,"Italy",243,"AC Milan","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",387,"Stadio Comunale Luigi Ferraris",112,"Italy",253,"Paolo Tagliavento",112,"Italy"
"336",3879548,"2015-09-26","20:45:00.000",2,1,"available","unscheduled","2023-06-19T09:04:10.819240",NA,6,12,"Italy","Serie A",27,"2015/2016",227,"Napoli","male",NA,112,"Italy",224,"Juventus","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",117450,"Stadio Diego Armando Maradona",112,"Italy",269,"Daniele Orsato",112,"Italy"
"337",3879547,"2015-09-26","18:00:00.000",5,1,"available","unscheduled","2023-06-24T17:21:49.629250",NA,6,12,"Italy","Serie A",27,"2015/2016",229,"AS Roma","male",NA,112,"Italy",1683,"Carpi","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",381,"Estadio Olímpico",112,"Italy",270,"Massimiliano Irrati",112,"Italy"
"338",3879546,"2015-09-24","20:45:00.000",0,1,"available","unscheduled","2023-03-30T15:04:03.848633",NA,5,12,"Italy","Serie A",27,"2015/2016",290,"Empoli","male",NA,112,"Italy",228,"Atalanta","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",621,"Stadio Carlo Castellani",112,"Italy",256,"Claudio Gavillucci",112,"Italy"
"339",3879545,"2015-09-23","20:45:00.000",2,1,"available","unscheduled","2023-03-29T20:04:17.201245",NA,5,12,"Italy","Serie A",27,"2015/2016",234,"Sampdoria","male",NA,112,"Italy",229,"AS Roma","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",387,"Stadio Comunale Luigi Ferraris",112,"Italy",258,"Luca Banti",112,"Italy"
"340",3879544,"2015-09-23","20:45:00.000",0,1,"available","unscheduled","2023-03-29T12:46:47.725710",NA,5,12,"Italy","Serie A",27,"2015/2016",2256,"Palermo","male",NA,112,"Italy",232,"Sassuolo","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4983,"Stadio Renzo Barbera",112,"Italy",263,"Luca Pairetto",112,"Italy"
"341",3879543,"2015-09-23","20:45:00.000",1,1,"available","unscheduled","2023-03-28T18:27:18.967022",NA,5,12,"Italy","Serie A",27,"2015/2016",224,"Juventus","male",NA,112,"Italy",291,"Frosinone","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",391,"Allianz Stadium    	",112,"Italy",1008249,"Angelo Cervellera",112,"Italy"
"342",3879542,"2015-09-23","20:45:00.000",1,0,"available","unscheduled","2023-03-30T22:07:47.923074",NA,5,12,"Italy","Serie A",27,"2015/2016",238,"Inter Milan","male",NA,112,"Italy",226,"Hellas Verona","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",388,"Stadio Giuseppe Meazza    ",112,"Italy",1946,"Carmine Russo",112,"Italy"
"343",3879541,"2015-09-23","20:45:00.000",2,0,"available","unscheduled","2023-03-24T01:53:07.500715",NA,5,12,"Italy","Serie A",27,"2015/2016",239,"Fiorentina","male",NA,112,"Italy",240,"Bologna","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",386,"Stadio Artemio Franchi    	",112,"Italy",257,"Gianpaolo Calvarese	",112,"Italy"
"344",3879540,"2015-09-23","20:45:00.000",1,0,"available","unscheduled","2023-04-10T09:22:34.005243",NA,5,12,"Italy","Serie A",27,"2015/2016",231,"Chievo","male",NA,112,"Italy",241,"Torino","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",4488,"Stadio Marc''Antonio Bentegodi",112,"Italy",1940,"Domenico Celi",112,"Italy"
"345",3879539,"2015-09-23","20:45:00.000",0,0,"available","unscheduled","2023-03-26T12:36:29.399501",NA,5,12,"Italy","Serie A",27,"2015/2016",1683,"Carpi","male",NA,112,"Italy",227,"Napoli","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",1001068,"Stadio Alberto Braglia (Modena)",112,"Italy",268,"Gianluca Rocchi",112,"Italy"
"346",3879538,"2015-09-23","20:45:00.000",2,0,"available","unscheduled","2023-03-28T16:23:28.577659",NA,5,12,"Italy","Serie A",27,"2015/2016",236,"Lazio","male",NA,112,"Italy",233,"Genoa","male",NA,112,"Italy","1.1.0","2","2",1,"Regular Season",381,"Estadio Olímpico",112,"Italy",419,"Nicola Rizzoli",112,"Italy"
